Despesas por função - saúde e saneamento - municipal
Sigla;Código;Município;2010;2011;2012;2013;2014;2015;2016;2017;
SP;3529005;Marília;195585354,59;212665624,84;220315766,54;226755185,35;253537046,26;304827781,2;255181503,59;278106632,78;
SP;3529104;Marinópolis;1538039,38;1742803,5;2111525,29;2282104,04;2987642,33;2413582,36;2762902,73;2825942,5;
SP;3529203;Martinópolis;11677025,5;12446061,16;14784446,89;15969281,59;20092650,83;19055883,92;20420470,25;21246154,27;
SP;3529302;Matão;38913421,42;45527301,84;61707668,85;57062104,24;49405921,6;48405710,41;61273774,78;50136178,12;
SP;3529401;Mauá;257317394,4;270153154,26;286910877,47;313864206;326810397,92;358981877,43;393388140;395879519,6;
SP;3529500;Mendonça;3113936,47;3395652,26;4793482,36;4954961,25;7188015,59;6229357,23;6781339,39;7685630,42;
SP;3529609;Meridiano;2518342,07;2662753,27;3338685,74;3332186,51;4395183,06;3800535,46;4254023,68;4449219,52;
SP;3529658;Mesópolis;1794471,75;1831264,88;2405395,13;2225184,26;2685201,47;2306863,47;2639863,68;2919490,89;
SP;3529708;Miguelópolis;11161789,26;13569115,88;16070943,39;16649929,52;19625288,68;19274724,59;18035824,79;18703227,62;
SP;3529807;Mineiros do Tietê;3878985,57;4301722,68;5292420,12;5704658,8;7052372,43;6866238;7667129,46;7683811,14;
SP;3529906;Miracatu;8565523,92;9550304,13;11538671,51;12540112,92;14993847,27;17814004,58;19161688,38;18502868,99;
SP;3530003;Mira Estrela;2187223,38;2665462,32;3159921,99;3012186,53;3386208,52;3267353,02;3692505,51;3873601,47;
SP;3530102;Mirandópolis;9543020,11;10839381,64;12250519,47;14491090,18;16785851,09;16796475,13;17906652,46;19322555,98;
SP;3530201;Mirante do Paranapanema;7141806,46;8350641,66;9389028,02;11204975,18;13166481,23;13237063,08;14567330,18;14714116,25;
SP;3530300;Mirassol;17329414,86;20899526,08;26263625,03;27109939,18;29183409,75;30563015,4;35650487,4;36011046,21;
SP;3530409;Mirassolândia;2245954,2;2751244,04;3042795,25;3260750,04;4061858,26;4391565,2;4304355,46;4300914,1;
SP;3530508;Mococa;26345288,62;33809611,15;39188789,76;43222292,33;43484722,73;51105879,77;49948351,49;53169651,6;
SP;3530607;Moji das Cruzes;230054403,67;257823402;308927076;331118055,5;228045110,72;353081337,5;420328424;439840418,4;
SP;3530706;Mogi Guaçu;90108797,46;96379014,93;127476623,35;137176510,61;156662203,4;152620829,21;168489198,77;164777311,41;
SP;3530805;Moji-Mirim;67022249,76;77222642,6;95753940,03;100779530,53;113441708,41;117082701,96;117661170,48;128606289,6;
SP;3530904;Mombuca;28255,78;2012436,36;2312233,59;2796916,08;3491709,25;3305153,41;3514250,91;3334074,76;
SP;3531001;Monções;2205925,43;2665168,36;3514389,97;3487231,78;4106727,61;4253843,13;4189028,21;4199095,23;
SP;3531100;Mongaguá;30450770,2;32223093,86;39351453,48;35025944,59;39531341,6;47015495,43;53418517,95;50535621,93;
SP;3531209;Monte Alegre do Sul;3128252,05;3510143,93;4882490,64;4717916,7;6133609,76;6423852,27;;6370417,96;
SP;3531308;Monte Alto;17843933,85;21080082,24;22964817;25193528,45;26498514,78;30031135,57;29938504,52;32763673,92;
SP;3531407;Monte Aprazível;8311093,91;9934982,72;11135623,88;11025506,96;15606429,42;12431399,26;12725462,19;14659961,06;
SP;3531506;Monte Azul Paulista;9949450,75;11582452,21;12074626,95;13347624,98;15110724,67;14788068,73;;;
SP;3531605;Monte Castelo;2148913,05;2724483,64;3495199,98;3750148,81;4510221,73;4391076,58;4009469,86;4677869,11;
SP;3531704;Monteiro Lobato;2514784,78;2587375,64;3171952,31;3456819,21;4160579,9;4108609,01;4017487,91;3810127,52;
SP;3531803;Monte Mor;24762079,8;26490080,35;27725828,2;36671366,56;37020420,37;41391418,45;42423259,52;43473276,03;
SP;3531902;Morro Agudo;15106633,46;18128271,86;20874183,09;22473049,53;29249991,35;26723169,61;28788251,42;30689012,67;
SP;3532009;Morungaba;4604117,05;5533047,53;6706396,27;7586954,06;8679064,68;8573068,33;9925457,76;10080106,17;
SP;3532058;Motuca;3750674,2;4028357,98;4579195,28;5505245,96;5413884,56;5428161,88;4910598,09;5148231,5;
SP;3532108;Murutinga do Sul;2656906,34;2847210,66;3086690,61;3423824,94;4951663,76;4752562,09;5741995,85;5133927,55;
SP;3532157;Nantes;2942942,11;3313650,72;3346745,6;;4397228,06;4514169,31;5035175,01;5227682,31;
SP;3532207;Narandiba;3054626,54;3725435,47;4724825,64;5757740,17;6125237,03;5241392,9;5813057,39;5189164,04;
SP;3532306;Natividade da Serra;3713278,43;3974265,06;4730551,85;3695306,67;5130319,43;5542439,79;5596205,02;5305758,78;
SP;3532405;Nazaré Paulista;5527428,78;6345549,82;7810271,84;7733160,99;10985452,76;11278947,84;12724896,31;14160678,36;
SP;3532504;Neves Paulista;3997713,36;4450083,61;5121330,86;5956486,01;6631140,89;6919585,09;6250197,27;7114974,71;
SP;3532603;Nhandeara;4303399,21;5173649,94;6597334,93;6574356,57;8447954,64;9012749,82;7749398,47;8533520,16;
SP;3532702;Nipoã;1916682;1927459;3420713;2811152,58;3382658,91;3071449,81;3436699,99;3867688,1;
SP;3532801;Nova Aliança;3406051,1;3723293,55;5038328,44;5141018,26;6539977,3;6325294,28;6682582,27;7162732,8;
SP;3532827;Nova Campina;3855905,51;4597488,97;4703790,3;4261566,79;5066307,59;5596349,27;5652573,87;5426590,53;
SP;3532843;Nova Canaã Paulista;1670552,97;1926808,08;2479472,5;2442015,12;3160635,5;3084497,11;3234679,14;3314699,21;
SP;3532868;Nova Castilho;1524628,66;2019759,24;2251015,53;2063128,17;2262315,11;2495741,5;2631876,48;2806664,75;
SP;3532900;Nova Europa;4399600,18;5281141,65;7310647,24;8017611,35;9211027,99;9132241,17;9698111,95;10196102,08;
SP;3533007;Nova Granada;5314795,97;7067355,47;8576204,02;9438659,54;12598328,41;11357687,78;10583449,16;12297669,03;
SP;3533106;Nova Guataporanga;1568006,42;1986391,62;2821434,44;2540043,38;2762152,74;2621156,49;3025929,11;2994019,41;
SP;3533205;Nova Independência;2586081,04;3738822,7;4355547,61;3982769,05;5259343,11;4926102,65;5693971;6349309,47;
SP;3533254;Novais;1742853,32;2010942,48;2288694,48;2412890,09;3867858,26;3654050,03;4155332,1;4393983,64;
SP;3533304;Nova Luzitânia;1663806,73;2207789,67;2254762,08;2737766,07;2831968,86;2585287,86;2928932,3;2821797,15;
SP;3533403;Nova Odessa;28160957,39;35063736,4;39829463,1;40414854,96;44083381,61;44954791,03;47909440,47;47359816,03;
SP;3533502;Novo Horizonte;13061513,05;14538202,91;16624707,26;16109567,64;19704042,85;23460546,14;26691801,38;28543562,65;
SP;3533601;Nuporanga;4403020,92;4911677,33;6130681,97;7161275,26;9115246,41;8193971,09;8047772,98;7893294,08;
SP;3533700;Ocauçu;2688530,76;2808893,8;3235376,24;3987545,98;4744407,71;4832014,68;4447956,71;4307070,09;
SP;3533809;Óleo;1516433,1;1940445,1;2425969,2;2773231,68;2626096,34;2562637,5;2809146,53;3289505,89;
SP;3533908;Olímpia;31752973,3;34412936,16;38749054,76;39162713,16;43764540,87;46423496,54;52972641,02;50735324,26;
SP;3534005;Onda Verde;2189905,1;2784516,6;3544786,12;2985858,47;;1288507,75;4730490,15;4401386,37;
SP;3534104;Oriente;2277927,62;2855715,43;2953838,65;3206258,41;4266836,95;4078490,74;4270980,7;4392025,67;
SP;3534203;Orindiúva;3957946,26;4488006,65;5642094,4;6578050,09;8606354,13;7399567,94;8608471,23;9166499,51;
SP;3534302;Orlândia;19767076,98;20757266,21;27878141,66;26744808,55;32710052,12;36114169,56;38126553,77;37689203,7;
SP;3534401;Osasco;337920533,6;390510080,23;387389534,92;439356313;524923044;522788893,9;524444549,3;527558975,2;
SP;3534500;Oscar Bressane;1720395;2363353,5;2415128,59;3150496,78;3426787,2;3286232,25;3728790,16;3805491,05;
SP;3534609;Osvaldo Cruz;11654152,69;13171129,33;15933335,32;17260512,24;19833456,34;19590788,84;20750247,37;21090754,44;
SP;3534708;Ourinhos;50725576,75;59793559,12;63427428,2;71509133,97;86731147,02;94509790,87;;;
SP;3534757;Ouroeste;11286662,79;13345031,12;15444850,58;14505626,77;15222098,93;14247580,76;;15584670,99;
SP;3534807;Ouro Verde;2728795,71;3224447,41;4101843,59;4436017,13;4642527,67;4516241,03;4846480,85;5150284,43;
SP;3534906;Pacaembu;5726072,62;6846714,57;8234320,08;8433276;10983103,5;10062222,27;11042612,05;12796108,25;
SP;3535002;Palestina;5147785,29;6099891,13;7715291,32;8004956,09;9354178,69;9773099,31;9177502,25;8655836,62;
SP;3535101;Palmares Paulista;3613809,8;4031953,41;5062320,81;3789575,52;5468618,29;5287404,74;5666117,44;5444002,92;
SP;3535200;Palmeira d'Oeste;2589694,26;3375947,09;3712589,52;4949310,92;6693401,2;5943297,74;6252966,5;6551090,2;
SP;3535309;Palmital;14084884,32;16690260,42;19148489,97;19938338,99;21345398,2;22529925,16;23674195,88;24675623,75;
SP;3535408;Panorama;7101906;8532237,76;10459512;9984216,7;13257830,94;12652582;12745136,42;13568458,91;
SP;3535507;Paraguaçu Paulista;15278429,05;17593086,87;26184127,86;28550881,81;29768222,31;;28855155,42;;
SP;3535606;Paraibuna;11463528,19;12523690,55;12908252,07;12807071,02;12587165,2;12559092,82;11800400,77;12919418,57;
SP;3535705;Paraíso;4164427,4;4938372,45;5926454,45;6140801,87;;7147414,12;7604488,91;7865395,02;
SP;3535804;Paranapanema;9033511,02;;12348601,26;11866668,06;14284292,94;15369655,92;15930509,7;16970465,91;
SP;3535903;Paranapuã;1758545,54;1952736,06;2485454,69;2813530,6;3566043,39;2643251,35;2712959,79;3232958,52;
SP;3536000;Parapuã;3741798,14;4852286,52;5853498,53;5677950,7;6714140,42;6170414,18;7003764,03;7817084,03;
SP;3536109;Pardinho;2524827,36;2880837,67;3330503,77;4273734,13;5879843,42;5393250,38;5844052,01;5828925,45;
SP;3536208;Pariquera-Açu;5775250,62;6152892,89;6570165,38;7246445,9;9082463,34;8436242,78;9287497,86;10283826,71;
SP;3536257;Parisi;1713773,28;1895346,64;2314109,04;2817337,61;3668473,97;3388099,45;3315850,38;3490074,89;
SP;3536307;Patrocínio Paulista;6725841,27;7094095,06;9634471,32;10965905,37;12068177,15;12759603,9;13644818,83;12269353,34;
SP;3536406;Paulicéia;3539759,34;4498417,47;4660634,33;5067817,27;6090801,86;6525562,84;6762364,85;7645976,52;
SP;3536505;Paulínia;151182439,57;153879510,03;179806223,68;190869054,32;243954792,8;214755302,3;263148982,6;277106425,6;
SP;3536570;Paulistânia;1855581,74;1954709,4;2230385,27;2479329,73;2837598,09;2459040,53;2856192,21;3263636,59;
SP;3536604;Paulo de Faria;3590595,76;4204128,25;5045120,05;5335845,81;5935226,31;6285371;7611873,61;7631444,03;
SP;3536703;Pederneiras;13834349,03;19085441,14;22398861,27;23643107,88;28189414,64;29407349,13;34673812,76;37161880,24;
SP;3536802;Pedra Bela;1996092,05;2402246,91;2984534,36;3546548,26;4586730,37;3787958,68;3982890,37;4439381,18;
SP;3536901;Pedranópolis;1891671,56;2263701,1;2609337,65;2812915,43;2808439,94;3029675,13;3296796,18;3843745,05;
SP;3537008;Pedregulho;5341599,51;6686789,23;7416674,82;9460805,6;10648125,89;9458102,06;9946199,48;10656540,48;
SP;3537107;Pedreira;20310732,39;27217418,08;32789355,67;34167426,84;40568720,11;45603799,13;48086351,47;46820187,2;
SP;3537156;Pedrinhas Paulista;2629910,1;2708984,32;3211711,33;3461426,75;4112083,57;3599391,47;4200077,81;4262684,31;
SP;3537206;Pedro de Toledo;5347993,06;6166730,23;8296518,6;7492827,85;8204469,94;8350686,32;9450075,59;9342184,59;
SP;3537305;Penápolis;30767787,28;37219940,25;40387386,22;45730532,16;49286035,58;55727229,43;60353180,4;;
SP;3537404;Pereira Barreto;14460105;17102122,75;21082166,95;23679701,03;;26295526,85;28001085,62;28392256,16;
SP;3537503;Pereiras;3833003,55;4639894,59;5364376,27;5689713,21;6850872,12;7918091,34;8310279,82;6636058,24;
SP;3537602;Peruíbe;32910166,25;35005100,29;43223893,85;44577307,87;57896404,13;57607677,99;53988322,43;54288131,71;
SP;3537701;Piacatu;3216476,15;3672565,27;4166866,44;4564231,25;4486352,91;4889223,03;4799851,74;5239060,64;
SP;3537800;Piedade;12892944,54;14338045,88;15813955,57;18137093,79;22626804,16;23756005,37;;;
SP;3537909;Pilar do Sul;6292014,66;7283389,03;10463401,65;11672592,16;14037136,31;15032306,88;16387595,85;18127981,75;
SP;3538006;Pindamonhangaba;66439562,97;74644230,29;91538748,76;99037682,09;108605121,41;125193461,59;132414308,46;133749903,61;
SP;3538105;Pindorama;6818675,68;8590980,78;11173116,69;10762481,6;11658718,55;12400324,95;13044331,92;12917311,51;
SP;3538204;Pinhalzinho;3040026,77;4121965,33;4506957,5;5365837,73;6254881,11;6820009,02;7384245,85;7485259,84;
SP;3538303;Piquerobi;1822532;2060628;2538538;2756750;3708207,52;3298907,21;3561598,46;3552297,15;
SP;3538501;Piquete;5997567,99;5316798,06;8775955,1;5783866,81;7404980,5;7931868,59;9804189,8;9506725,99;
SP;3538600;Piracaia;8201823,1;8823996,09;10260539,2;11330369,57;13341992,72;12943462,67;13495661,99;13886827,58;
SP;3538709;Piracicaba;295673801,97;329442567,1;365855828,68;370580477,1;457041138,2;485965938,1;536383004,5;578971912,5;
SP;3538808;Piraju;10998955,58;11417223,52;12335379,48;16313182,03;21993805,47;23275999,34;23313340,79;22973718,52;
SP;3538907;Pirajuí;8480256,04;10009050,01;9387674,94;13253814,05;14518547,81;16416720,68;16229959,16;14983018,74;
SP;3539004;Pirangi;4838415,1;5414790,62;7359253,19;7508844,1;9377977,15;9266217,83;11007035,65;11191060,49;
SP;3539103;Pirapora do Bom Jesus;6706236,64;7737063,75;8239457,37;8840328,08;10486929,23;10999936,09;10771405,78;10032759,06;
SP;3539202;Pirapozinho;8727556,56;9843377,5;11503292,34;12209975,81;13238325,41;15185747,47;17315408,99;19309874,63;
SP;3539301;Pirassununga;37455596,12;39886159,05;38515221,82;53002111,89;67551938,37;71477903,64;71142497,68;73096262,14;
SP;3539400;Piratininga;5052269,36;5402458,27;6566417,14;7761892,2;10091677,18;10418973,66;11308024,86;12124011,14;
SP;3539509;Pitangueiras;15454712,54;16901999,67;19028603,74;20079228,74;24565054,25;28887887,5;31358596,36;34454103,19;
SP;3539608;Planalto;3112909,34;3762496,6;5060561,63;4944317,1;5969342,83;5735953,42;6165025,2;6623440,56;
SP;3539707;Platina;2240424,67;2550445,08;3400464,29;3341345,39;4251681,3;3176623,91;3669175,72;4004230,5;
SP;3539806;Poá;45188687,37;60074283,42;65654534,52;110668335,89;93090065,63;86065638,9;128903886,68;108912804,93;
SP;3539905;Poloni;2005441,95;2156103,62;2687144,27;3128736,08;3638374,4;3478717,4;3550123,19;;
SP;3540002;Pompéia;14815862,29;16323770,89;17418642,84;18452812,52;20457975,32;22961223,42;26712836,76;29792607,56;
SP;3540101;Pongaí;1841079,17;2422906,06;2864523,78;2878689,79;3235371,24;3368414,7;3516469,9;3482181,69;
SP;3540200;Pontal;16161977,31;18079825,15;20565188,79;22490492,02;25169856,01;24957050,29;25702740,29;27910261,83;
SP;3540259;Pontalinda;1636626,38;1833109,58;2127316,39;2376975,28;3230436,43;3085600,83;3349168,71;3461755,05;
SP;3540309;Pontes Gestal;2017274,69;2575082,27;2933374,77;3512302,17;3700969,18;3245108,66;3562742,26;4521271,81;
SP;3540408;Populina;2394953,58;2780146,17;3057453;3463626,82;4285836,12;4197732,63;4355206,38;4317530,84;
SP;3540507;Porangaba;3235349,53;3533591,22;4226587,83;0;6426313,96;6069252,9;6194610,79;6241838,23;
SP;3540606;Porto Feliz;29981821,05;31165457,57;37310114,11;43670413,12;48703715,33;54828815;53823007,08;62099402,1;
SP;3540705;Porto Ferreira;27571171,21;25707739,13;23115549,91;24014485,34;30034593,98;28594159,58;31988574,86;32956055,16;
SP;3540754;Potim;5906004,96;6586972,47;10004585,05;11351795,02;9383012,04;9633579,8;9568727,56;9428423,51;
SP;3540804;Potirendaba;6417009,73;7829283,27;9291833,06;9479706,83;11072456,2;13514710,31;13677076,01;12702510,49;
SP;3540853;Pracinha;1684664,82;1937691,66;2119363,86;2056068,58;2647985,96;2801349,37;2838032,17;2799339,55;
SP;3540903;Pradópolis;11084769,43;8857032,83;12533058,26;11546424,44;13232025,74;12735972,68;14236699,8;13918816,96;
SP;3541000;Praia Grande;136137536,16;162860698,72;189610922,06;221867143;261344231,2;264530931,2;336348382,24;332699810,18;
SP;3541059;Pratânia;2196865,81;2796570,06;3000796,74;3252235,19;3666920,75;3570688,58;3890997,52;4328963,36;
SP;3541109;Presidente Alves;1874895,34;1944950,72;2316287,52;2236559,36;3017009,43;2948241,25;2625707,86;3008874,81;
SP;3541208;Presidente Bernardes;6448437,18;6622456,8;7694469,73;10308756,38;11987722,74;11816865,68;12065299,76;11941774,02;
SP;3541307;Presidente Epitácio;12089657,09;14483340,02;14617675,11;17482850,54;21053509,03;22370992,08;22255673,65;24946711,39;
SP;3541406;Presidente Prudente;52229256,09;55636614,12;67530634,86;74516450,25;89295226,09;96545844,24;114434398,34;123265607,83;
SP;3541505;Presidente Venceslau;17957694,23;20009944,1;23428764,48;26879971,12;33351352,61;28287501,34;27536966,97;32080253,18;
SP;3541604;Promissão;12300569,55;13906882,46;20200250,44;20739797,47;19921988,16;18914748,33;20427205,2;18320057,75;
SP;3541653;Quadra;1956673,35;2413346,17;2767222,96;3148424,83;3679820,18;3471068,47;3434351,17;4343711,75;
SP;3541703;Quatá;6623509,98;7090298,71;8038200,35;9730651,82;9468191,62;9911781,24;11242192,25;11854634,44;
SP;3541802;Queiroz;2115915,04;2583786,62;3304091,35;3334292,34;3835525,99;3874737,52;3953601,79;4476488,8;
SP;3541901;Queluz;5724977,59;6523705,08;7552050,15;7531700,29;6909323,08;7438434,28;7323576,94;7325507;
SP;3542008;Quintana;2593527,26;3078460,47;3373494,15;4052436,95;5337719,97;4682544,07;5067690,06;5553892,82;
SP;3542107;Rafard;5690905,24;6306732,3;5428057,82;6082087,21;5906821,31;5166118,27;5972564,35;5957491,44;
SP;3542206;Rancharia;12984920,2;14141305,37;14302052,69;15260373,51;21048742,78;23149461,62;22752044,08;22619275,42;
SP;3542305;Redenção da Serra;2121119;2632894;;2637742,54;3136872,93;3696964,96;3431612,06;3768514,24;
SP;3542404;Regente Feijó;6250243,68;7928555,3;8911689,05;9135633,74;11587383,34;12403763,09;13091209,96;14101451,19;
SP;3542503;Reginópolis;3876623,03;4410081,58;5578021,11;5404173,98;6247302,89;6593207,59;7656946,41;7566277,89;
SP;3542602;Registro;18119540,33;21774390,72;25817702,07;28594955,42;35303769,71;36976974,04;38492004,77;42430690,81;
SP;3542701;Restinga;2995064,21;3638624,71;4587020,46;4167488,04;5538620,84;5216117,96;5351218,98;5445123,3;
SP;3542800;Ribeira;2101548,83;2545562,68;3259358,4;2871520,41;2961558,9;2810140,57;3709392,15;3768316,6;
SP;3542909;Ribeirão Bonito;7009352,85;7506426,72;8319839,15;8861140,52;10619187,39;11594318,47;10303294,97;10790006,09;
SP;3543006;Ribeirão Branco;6391083,85;6759835,35;7713103,35;8719618,41;9679512,17;9249554,03;9900038,3;9649050,78;
SP;3543105;Ribeirão Corrente;2519008,66;2928432,63;3584693,72;3318899,58;3616423,48;3924418,79;4119785,64;4483083,33;
SP;3543204;Ribeirão do Sul;2497973,46;2736248,37;3248767,05;4110636,77;4175734,45;4629837,95;5304149,7;5383834,23;
SP;3543238;Ribeirão dos Índios;1414534,65;2082016,28;1639137;2438406,87;2657167,49;2350422,48;;2518750,72;
SP;3543253;Ribeirão Grande;3217413,77;3463469,11;4308586,94;4700757,94;5486256,15;5604179,52;5669350,93;4542679,64;
SP;3543303;Ribeirão Pires;42094955,75;62780900,98;66678113,76;77351220,36;86821453,53;79899393,25;76312288,05;73971532,19;
SP;3543402;Ribeirão Preto;471882027,2;502470615,17;587060768,67;606465416;647505364;754665078,6;853776653,7;771823068,4;
SP;3543501;Riversul;2481814,89;2818187,99;3509558;3899543,04;4240515,32;3926785,51;4116482,79;4571074,47;
SP;3543600;Rifaina;3067020,66;3974592,3;5847965,61;5377209,17;6700160,94;6227990,21;7535373,52;7348416,5;
SP;3543709;Rincão;6571079,18;5863252,03;7201130,07;7348358,56;7365949,55;7569114,4;7546237,93;7440684,22;
SP;3543808;Rinópolis;3963582,52;4684877,42;5689911,99;6564349,7;7689185,09;8065597,2;8891381,57;9847620,47;
SP;3543907;Rio Claro;139389128,56;160254001,97;215417425,33;203815141,64;214857705,98;239611469,71;238174313,94;296428166,21;
SP;3544004;Rio das Pedras;86338,78;20337748,76;21759612,45;;24633154,1;24285276,46;22984295,56;27155093,93;
SP;3544103;Rio Grande da Serra;9017809,39;10791232,54;11181191,16;11589627,88;14997955,37;16951119,19;19904668,25;20579139,9;
SP;3544202;Riolândia;4193244,18;4723676,63;6126453,75;7002848,63;;8277292,66;9756001,85;10853255,14;
SP;3544251;Rosana;10428303,36;11357105,61;14425010,35;15751931,69;16008467,04;17134434,63;17174632,65;17798735,26;
SP;3544301;Roseira;3692187,32;3857546,4;5263085,55;4669510,47;6122857,33;7983239,4;8154640,69;7939249,73;
SP;3544400;Rubiácea;2357756,57;2525366,77;3283689,9;3756644,98;3431771,31;3204847,06;3486106,93;3528010,97;
SP;3544509;Rubinéia;2207720,62;2674250,35;2979049,36;3117491,58;3389633,64;3430601,65;4036364,43;4173700,64;
SP;3544608;Sabino;2702791,75;3447994,39;5026026,43;4885150,92;4605222,73;4380127,27;4737412,42;5307664,42;
SP;3544707;Sagres;1473635,77;1802928,54;2318635,31;2226456,33;3485166,59;2711599,72;2775647,03;3025873,3;
SP;3544806;Sales;3618181,41;3890985,25;5884122,53;9485512,92;7550591,92;6171027,85;7339909,68;5992315,4;
SP;3544905;Sales Oliveira;6687026,5;7202344,47;11942594,25;9615292,47;10901303,92;12634704,38;17548672,69;12341237,3;
SP;3545001;Salesópolis;4677024,49;5136193,96;6994206,81;7781120,63;8173203,03;8059433,36;9130912,21;9530903,24;
SP;3545100;Salmourão;2093436,92;2144477,59;2924203,46;2839812,98;3551181,97;3378650,08;3940763,13;3663230,99;
SP;3545159;Saltinho;4877080,46;5470593,82;5808331,19;6277761,24;6841659,43;6864977,37;7230219,52;7756697,26;
SP;3545209;Salto;44069236,68;80183195,45;83217006,64;90333825,12;97202604,91;106849850,66;117586220,11;119585911,83;
SP;3545308;Salto de Pirapora;18120568,57;18069816,77;21185169,48;23411804,25;27811460,2;33520040,32;37316825,24;37282834,24;
SP;3545407;Salto Grande;4499917,47;4353563,21;5041202,24;6768988,2;6657090,45;7960978,03;8274609,32;8823716,2;
SP;3545506;Sandovalina;3547530,17;3708925,3;4679837,42;5095096,63;5933068,62;5673286,79;6006665,36;5768590,7;
SP;3545605;Santa Adélia;7445682,4;8243969,41;8774192,06;10480135,6;11707087,16;11906869,78;12285722,76;13165864,98;
SP;3545704;Santa Albertina;2477854,22;2901340,1;3480891,37;4157178,31;5075033,3;4754019,15;5721896,26;6527069;
SP;3545803;Santa Bárbara d'Oeste;59484164,08;70512408,94;78035444,07;91935620,32;163110070,69;189451977,25;189583820,48;215036694,83;
SP;3546009;Santa Branca;7654615,78;8205868;9665510;9701887,05;8850626,78;9331736,95;11921593,71;10000368,46;
SP;3546108;Santa Clara d'Oeste;1618233,57;1824230,48;1824230,48;2558213,29;3261121,54;2807107,16;2863724,13;3322236,09;
SP;3546207;Santa Cruz da Conceição;2906432;3198138;3446049,22;4039100,81;4700892,25;4334093,45;4849543,25;5571239,39;
SP;3546256;Santa Cruz da Esperança;1770906,59;2298377,01;2721138,21;2648913,81;3529141,18;3210209,28;3420843,5;3803293,96;
SP;3546306;Santa Cruz das Palmeiras;10714474,62;11381106,4;12850897,46;17517649,72;23240174,87;23364488,32;22005910,81;22684352,97;
SP;3546405;Santa Cruz do Rio Pardo;15975737,69;20988833,05;26062293,8;29784385,01;41677154,9;41631516,17;47988275,35;;
SP;3546504;Santa Ernestina;2618618,31;2885819,61;3024584,86;3013983,47;;3400240,77;3507954,07;3818670,26;
SP;3546603;Santa Fé do Sul;14106036,34;16683838,72;16986546,69;21578967,95;27766178,84;29258044,9;30055813,48;32636027,12;
SP;3546702;Santa Gertrudes;16662915,02;15563929,11;17471913,11;18327901,2;21185790,19;22602891,95;22627918,91;27090651,94;
SP;3546801;Santa Isabel;25847758,13;25410916,14;31980418,66;36604028,72;38657116,95;50250805,48;41394911,33;38931327,67;
SP;3546900;Santa Lúcia;3636647,81;4072907,39;4666875,3;4581466,86;6723103,13;6087897,35;6241167,72;6037913,9;
SP;3547007;Santa Maria da Serra;3947832,08;4136797,75;4995828,13;5106639,14;5413129,52;5284038,09;6160110,13;5950890,64;
SP;3547106;Santa Mercedes;1902251,66;2665338;2976471,47;3190463,13;3094546,32;3233800,33;3021581,6;3156794,42;
SP;3547205;Santana da Ponte Pensa;1390213,44;1518512,89;2028758,55;2473609,88;2819484,85;2619120,31;2652541,15;2967605,03;
SP;3547304;Santana de Parnaíba;68611335,43;88698685,93;113566179,98;114563602,9;131648570,1;133600031,8;156079217,6;152142172,6;
SP;3547403;Santa Rita d'Oeste;1943352,07;2089526,63;2662974,99;2589726,89;3494179,28;3021699,78;3108966,65;3473557,98;
SP;3547502;Santa Rita do Passa Quatro;11507847,13;12231835,03;13440987,17;19259328,29;23503209,77;23225142,51;19714135,84;19570223,3;
SP;3547601;Santa Rosa de Viterbo;9158682,57;9535465,26;11158054,89;12648282,06;14735251,08;15600160,23;15956664,87;17016413,07;
SP;3547650;Santa Salete;1274395;1597907,56;2190808,4;2357744,98;3050690,63;2451780,25;2684247,54;2881748,37;
SP;3547700;Santo Anastácio;5544236,32;6185730,15;7504791,76;9131940,94;12288481,58;;;;
SP;3547809;Santo André;530783521,96;629002817,32;768426541,08;576673660,5;673326520,9;682113093,1;740822228,1;678681075,6;
SP;3547908;Santo Antônio da Alegria;3273737,7;4141502,28;0;5963019,09;6153619,46;6199014,27;8415289,48;7036283,56;
SP;3548005;Santo Antônio de Posse;13880531,59;14048022,71;15956689,19;16045771,44;18997313,41;23019085,32;24372361,87;23644245,47;
SP;3548054;Santo Antônio do Aracanguá;6731919,93;7714267,05;8487586,11;9231617,62;11251889,39;10321695,58;11434248,33;11494555,23;
SP;3548104;Santo Antônio do Jardim;2422345,76;2531415,29;3172599,14;3391735,2;4368704,45;5275364,62;5593672,42;5092804,51;
SP;3548203;Santo Antônio do Pinhal;2881747,24;3928379,72;3702277,73;4119874,41;5030731,61;4819152,5;5384748,8;5542923,11;
SP;3548302;Santo Expedito;1376369,1;1594042,43;;1817881,6;2069368,76;1940795,86;2067604,3;1987623,86;
SP;3548401;Santópolis do Aguapeí;2412851,79;2158943,16;2983229,47;3469973,55;3741407,3;3632526,93;3284508,23;3860103,23;
SP;3548500;Santos;277708571,5;301763486,59;355800523,94;370647180,2;418226530,4;548476571,43;535780269;535697699,2;
SP;3548609;São Bento do Sapucaí;2582449,92;2821937,7;3427728,89;4368865,74;5517244,04;5307375,7;5494371,53;6754575,36;
SP;3548708;São Bernardo do Campo;551063978,35;679714904,95;802746707,21;815932576,83;927256593,3;978174461,7;1018725877,45;1039789995,59;
SP;3548807;São Caetano do Sul;212075424,32;272847189,15;382684106,68;281601670,2;332432076,82;383231472,6;402783278,6;421285730,8;
SP;3548906;São Carlos;137897578,69;143749392,46;153563700,49;238304854,51;259713765,38;264292490,29;274294163,95;287840454,61;
